	364528_550-LP3-16S-1126	364528_559-LP3-16S-1135	364528_562-LP3-16S-1138	364528_565-LP3-16S-1141	364528_566-LP3-16S-1142	364528_568-LP3-16S-1144	364528_570-LP3-16S-1146	364528_572-LP3-16S-1148	364528_574-LP3-16S-1150
364528_550-LP3-16S-1126	0.0	0.6	0.5	0.6666666666666666	0.3333333333333333	0.7142857142857143	0.9393939393939394	0.0	0.6666666666666666
364528_559-LP3-16S-1135	0.6	0.0	0.7142857142857143	0.7777777777777778	0.6666666666666666	0.8	0.9444444444444444	0.6	0.7777777777777778
364528_562-LP3-16S-1138	0.5	0.7142857142857143	0.0	0.75	0.6	0.7777777777777778	0.9428571428571428	0.5	0.5714285714285714
364528_565-LP3-16S-1141	0.6666666666666666	0.7777777777777778	0.75	0.0	0.7142857142857143	0.7	0.8857142857142857	0.6666666666666666	0.8
364528_566-LP3-16S-1142	0.3333333333333333	0.6666666666666666	0.6	0.7142857142857143	0.0	0.75	0.9090909090909091	0.3333333333333333	0.7142857142857143
364528_568-LP3-16S-1144	0.7142857142857143	0.8	0.7777777777777778	0.7	0.75	0.0	0.918918918918919	0.7142857142857143	0.7
364528_570-LP3-16S-1146	0.9393939393939394	0.9444444444444444	0.9428571428571428	0.8857142857142857	0.9090909090909091	0.918918918918919	0.0	0.9393939393939394	0.9459459459459459
364528_572-LP3-16S-1148	0.0	0.6	0.5	0.6666666666666666	0.3333333333333333	0.7142857142857143	0.9393939393939394	0.0	0.6666666666666666
364528_574-LP3-16S-1150	0.6666666666666666	0.7777777777777778	0.5714285714285714	0.8	0.7142857142857143	0.7	0.9459459459459459	0.6666666666666666	0.0
